CUI1,STR1,CUI2,STR2
c0004352,disorder autistic,c0015827,fenfluramine
c0004352,disorders autistic,c0015827,fenfluramine
c0004352,autistic disorders,c0015827,fenfluramine
c0004352,autistic disorder,c0015827,fenfluramine
c0004352,disorder autistic,c0015827,fenfluramine
c0004576,babesiases,c0034417,quinine
c0004576,babesioses,c0034417,quinine
c0004576,babesiosis,c0034417,quinine
c0004576,babesiasis,c0034417,quinine
c0004589,bacillus anthracis,c0030840,penicillin v
c0004589,anthracis bacillus,c0030840,penicillin v
c0004604,back pains,c0009148,cobalt
c0004604,back pain,c0009148,cobalt
c0004604,pain back,c0009148,cobalt
c0004604,pains back,c0009148,cobalt
c0004604,pain in back,c0009148,cobalt
c0004604,back pain nos,c0009148,cobalt
c0004604,backs pain,c0009148,cobalt
c0004604,painback,c0009148,cobalt
c0004604,back paining,c0009148,cobalt
c0004604,back pain in,c0009148,cobalt
c0004604,and back pain,c0009148,cobalt
c0004604,pain back,c0009148,cobalt
c0004604,back pain,c0009148,cobalt
c0004604,pain back,c0009148,cobalt
c0004610,bacteremias,c0001714,polymyxin b sulfate
c0004610,bacteremia,c0001714,polymyxin b sulfate
c0004610,bacteremia nos,c0001714,polymyxin b sulfate
c0004610,bacteraemia,c0001714,polymyxin b sulfate
c0004610,bacteremia nos,c0001714,polymyxin b sulfate
c0004610,bacteraemia nos,c0001714,polymyxin b sulfate
c0004615,bacterial infections and mycoses,c0040958,triclosan
c0004623,infection bacterial,c0001714,polymyxin b sulfate
c0004623,bacterial infection nos,c0001714,polymyxin b sulfate
c0004623,bacterial infections,c0001714,polymyxin b sulfate
c0004623,bacterial infection,c0001714,polymyxin b sulfate
c0004623,infectionbacterial,c0001714,polymyxin b sulfate
c0004623,bacterial infection nos,c0001714,polymyxin b sulfate
c0004623,infection bacterial,c0001714,polymyxin b sulfate
c0004623,infections bacterial,c0001714,polymyxin b sulfate
c0004623,bacterial infection,c0001714,polymyxin b sulfate
c0004623,infection bacterial,c0001714,polymyxin b sulfate
c0004626,bacterial pneumonias,c0007537,cefaclor
c0004626,pneumonia bacterial,c0007537,cefaclor
c0004626,pneumonias bacterial,c0007537,cefaclor
c0004626,bacterial pneumonia nos,c0007537,cefaclor
c0004626,bacterial pneumonia,c0007537,cefaclor
c0004626,pneumonia bacterial,c0007537,cefaclor
c0004626,bacterial pneumonia nos,c0007537,cefaclor
c0004626,pneumoniabacterial,c0007537,cefaclor
c0004626,pneumonia bacterial nos,c0007537,cefaclor
c0004626,bacterial pneumonia,c0007537,cefaclor
c0004626,pneumonia bacterial,c0007537,cefaclor
c0004659,bacteriuria,c0025638,methenamine
c0004659,bacteriurias,c0025638,methenamine
c0004659,bacteriuria nos,c0025638,methenamine
c0004669,bacteroides infection,c0007554,cefotaxime
c0004669,bacteroides infections,c0007554,cefotaxime
c0004669,infection bacteroides,c0007554,cefotaxime
c0004669,infections bacteroides,c0007554,cefotaxime
c0004669,bacteroides infection,c0007554,cefotaxime
c0004669,infection bacteroides,c0007554,cefotaxime
c0004771,infection bartonella,c0039644,tetracycline
c0004771,bartonella infections,c0039644,tetracycline
c0004771,bartonella infection,c0039644,tetracycline
c0004771,infections bartonella,c0039644,tetracycline
c0004771,bartonella infection,c0039644,tetracycline
c0004771,infection bartonella,c0039644,tetracycline
c0004775,bartter disease,c0006938,captopril
c0004775,bartters disease,c0006938,captopril
c0004775,disease bartters,c0006938,captopril
c0004775,bartters disease,c0006938,captopril
c0004943,behcets syndrome nos,c0039736,thalidomide
c0004943,behcet syndrome,c0039736,thalidomide
c0004943,behcets syndrome,c0039736,thalidomide
c0004943,behcets syndrome,c0039736,thalidomide
c0004943,syndrome behcets,c0039736,thalidomide
c0005122,beriberi,c0039840,thiamine
c0005122,beriberi nos,c0039840,thiamine
c0005122,beriberi nos,c0039840,thiamine
c0005138,beryllioses,c0010137,cortisone
c0005138,berylliosis,c0010137,cortisone
c0005283,betathalassemia,c0718066,sodium phenylbutyrate
c0005283,beta thalassemia nos,c0718066,sodium phenylbutyrate
c0005283,thalassaemia beta,c0718066,sodium phenylbutyrate
c0005283,thalassemia beta,c0718066,sodium phenylbutyrate
c0005283,betathalassaemia,c0718066,sodium phenylbutyrate
c0005283,beta thalassemias,c0718066,sodium phenylbutyrate
c0005283,thalassemias beta,c0718066,sodium phenylbutyrate
c0005283,thalassemia beta,c0718066,sodium phenylbutyrate
c0005283,beta thalassemia,c0718066,sodium phenylbutyrate
c0005283,beta thalassaemia,c0718066,sodium phenylbutyrate
c0005283,beta thalassemia,c0718066,sodium phenylbutyrate
c0005283,thalassemia beta,c0718066,sodium phenylbutyrate
c0005416,biliary dyskinesia,c0022233,isopropamide iodide
c0005416,biliary dyskinesias,c0022233,isopropamide iodide
c0005416,dyskinesias biliary,c0022233,isopropamide iodide
c0005416,dyskinesia biliary,c0022233,isopropamide iodide
c0005416,dyskinesia biliary,c0022233,isopropamide iodide
c0005416,biliary dyskinesia,c0022233,isopropamide iodide
c0005416,dyskinesia biliary,c0022233,isopropamide iodide
c0005586,bipolar disorders,c0006949,carbamazepine
c0005586,disorder bipolar,c0006949,carbamazepine
c0005586,bipolar disorder nos,c0006949,carbamazepine
c0005586,bipolar disorder,c0006949,carbamazepine
c0005586,disorderbipolar,c0006949,carbamazepine
c0005586,bipolar disorder nos,c0006949,carbamazepine
c0005586,bipolar disorder,c0006949,carbamazepine
c0005586,disorder bipolar,c0006949,carbamazepine
c0005660,bite human,c0002645,amoxicillin
c0005660,bites human,c0002645,amoxicillin
c0005660,human bites,c0002645,amoxicillin
c0005660,human bite,c0002645,amoxicillin
c0005660,bitehuman,c0002645,amoxicillin
c0005660,bite human,c0002645,amoxicillin
c0005660,biting humans,c0002645,amoxicillin
c0005660,bites human,c0002645,amoxicillin
c0005660,bites humans,c0002645,amoxicillin
c0005660,bite human,c0002645,amoxicillin
c0005660,human bite,c0002645,amoxicillin
c0005686,urinary bladder disease,c0000983,acetic acid
c0005686,urinary bladder diseases,c0000983,acetic acid
c0005694,bladder neck obstruction nos,c0031441,phenoxybenzamine
c0005694,bladder neck obstruction,c0031441,phenoxybenzamine
c0005694,obstructionbladder neck,c0031441,phenoxybenzamine
c0005694,bladderneck obstruction,c0031441,phenoxybenzamine
c0005694,bladderneck obstruction,c0031441,phenoxybenzamine
c0005694,obstruction bladderneck,c0031441,phenoxybenzamine
c0005695,neoplasm bladder,c0002475,mitomycin
c0005695,bladder neoplasm,c0002475,mitomycin
c0005695,neoplasm bladder,c0002475,mitomycin
c0005695,neoplasm of bladder,c0002475,mitomycin
c0005695,bladder neoplasms,c0002475,mitomycin
c0005695,bladder neoplasm nos,c0002475,mitomycin
c0005695,neoplasms bladder,c0002475,mitomycin
c0005695,neoplasm of the bladder,c0002475,mitomycin
c0005697,urinary bladder neurogenic,c0004261,hyoscyamine sulfate
c0005697,neurogenic urinary bladder,c0004261,hyoscyamine sulfate
c0005699,blast phases,c0071568,pegaspargase
c0005699,phase blast,c0071568,pegaspargase
c0005699,phases blast,c0071568,pegaspargase
c0005699,blast phase,c0071568,pegaspargase
c0005716,blastomycoses,c0002679,amphotericin b
c0005716,blastomycosis,c0002679,amphotericin b
c0005716,blastomycosis nos,c0002679,amphotericin b
c0005716,blastomycosis nos,c0002679,amphotericin b
c0005741,blepharitides,c0027444,natamycin
c0005741,blepharitis,c0027444,natamycin
c0005741,blepharitis nos,c0027444,natamycin
c0005741,blepharitis nos,c0027444,natamycin
c0005747,blepharospasms,c0006050,botulinum toxin type a
c0005747,blepharospasm,c0006050,botulinum toxin type a
c0005758,bulla,c0075770,docosanol
c0005758,bullae,c0075770,docosanol
c0005940,disease of bone,c0011145,deferoxamine
c0005940,diseases of bones,c0011145,deferoxamine
c0005940,bone diseases,c0011145,deferoxamine
c0005940,diseases bone,c0011145,deferoxamine
c0005940,bone disease,c0011145,deferoxamine
c0005940,disease bone,c0011145,deferoxamine
c0005940,bone disease nos,c0011145,deferoxamine
c0005940,diseases of the bones,c0011145,deferoxamine
c0005940,disease of bone nos,c0011145,deferoxamine
c0005940,bones diseases,c0011145,deferoxamine
c0005940,bones disease,c0011145,deferoxamine
c0005940,the diseases of bones,c0011145,deferoxamine
c0005940,bonesdiseases,c0011145,deferoxamine
c0005940,diseasebone,c0011145,deferoxamine
c0005943,bone diseases infectious,c0002499,amikacin
c0005943,bone disease infectious,c0002499,amikacin
c0005943,disease infectious bone,c0002499,amikacin
c0005943,diseases infectious bone,c0002499,amikacin
c0005943,infectious bone disease,c0002499,amikacin
c0005943,infectious bone diseases,c0002499,amikacin
c0005943,bone diseases infectious,c0002499,amikacin
c0005956,bone marrow diseases,c0079083,carboplatin
c0005956,disease bone marrow,c0079083,carboplatin
c0005956,diseases bone marrow,c0079083,carboplatin
c0005956,marrow disease bone,c0079083,carboplatin
c0005956,marrow diseases bone,c0079083,carboplatin
c0005956,bone marrow disease,c0079083,carboplatin
c0005956,bone marrowdiseases,c0079083,carboplatin
c0005956,bone marrow disease,c0079083,carboplatin
c0005967,bone neoplasms,c0257685,zoledronic acid
c0005967,neoplasm bone,c0257685,zoledronic acid
c0005967,bone neoplasm,c0257685,zoledronic acid
c0005967,neoplasm bone,c0257685,zoledronic acid
c0005967,neoplasm of bone,c0257685,zoledronic acid
c0005967,bone neoplasm nos,c0257685,zoledronic acid
c0005967,neoplasms bone,c0257685,zoledronic acid
c0005967,neoplasm of the bone,c0257685,zoledronic acid
c0006035,borrelia infection,c0017449,oxytetracycline hydrochloride
c0006035,infection borrelia,c0017449,oxytetracycline hydrochloride
c0006035,borrelia infection nos,c0017449,oxytetracycline hydrochloride
c0006035,infections borrelia,c0017449,oxytetracycline hydrochloride
c0006035,borrelia infection,c0017449,oxytetracycline hydrochloride
c0006035,infection borrelia,c0017449,oxytetracycline hydrochloride
c0006035,borrelia infections,c0017449,oxytetracycline hydrochloride
c0006057,botulism,c0030827,penicillin g
c0006057,botulism nos,c0030827,penicillin g
c0006057,botulisms,c0030827,penicillin g
c0006118,brain neoplasms,c0007257,carmustine
c0006118,neoplasm brain,c0007257,carmustine
c0006118,brain neoplasm,c0007257,carmustine
c0006118,neoplasm of brain,c0007257,carmustine
c0006118,brain neoplasm nos,c0007257,carmustine
c0006118,neoplasms brain,c0007257,carmustine
c0006118,neoplasm of the brain,c0007257,carmustine
c0006142,malignant neoplasm of breast,c0072864,quinestradol
c0006142,malignant neoplasmbreast,c0072864,quinestradol
c0006142,malignant neoplasm breast,c0072864,quinestradol
c0006142,malignant breast neoplasm,c0072864,quinestradol
c0006142,breast malignant neoplasm,c0072864,quinestradol
c0006142,breast malignant neoplasms,c0072864,quinestradol
c0006142,malignant neoplasm of the breast,c0072864,quinestradol
c0006266,bronchospasm,c0001636,epinephrine hydrochloride
c0006266,bronchospasms,c0001636,epinephrine hydrochloride
c0006266,bronchospasm nos,c0001636,epinephrine hydrochloride
c0006267,bronchiectasis,c0001047,acetylcysteine
c0006267,bronchiectasis nos,c0001047,acetylcysteine
c0006267,bronchiectasis nos,c0001047,acetylcysteine
c0006267,bronchiectases,c0001047,acetylcysteine
c0006277,bronchitides,c0001047,acetylcysteine
c0006277,bronchitis,c0001047,acetylcysteine
c0006277,bronchitis nos,c0001047,acetylcysteine
c0006277,bronchitis nos,c0001047,acetylcysteine
c0006309,brucelloses,c0035608,rifampin
c0006309,brucellosis,c0035608,rifampin
c0006309,brucellosis nos,c0035608,rifampin
c0006309,brucellosis nos,c0035608,rifampin
c0006370,bulimias,c0015827,fenfluramine
c0006370,bulimia,c0015827,fenfluramine
c0006370,bulimia nos,c0015827,fenfluramine
c0006413,burkitts lymphoma,c0010583,cyclophosphamide
c0006413,lymphoma burkitts,c0010583,cyclophosphamide
c0006413,lymphoma burkitt,c0010583,cyclophosphamide
c0006413,burkitts lymphoma nos,c0010583,cyclophosphamide
c0006413,burkitt lymphoma,c0010583,cyclophosphamide
c0006413,lymphoma burkitt,c0010583,cyclophosphamide
c0006413,burkitt lymphomas,c0010583,cyclophosphamide
c0006413,burkitts lymphoma,c0010583,cyclophosphamide
c0006413,burkitts lymphomas,c0010583,cyclophosphamide
c0006413,burkitts lymphoma nos,c0010583,cyclophosphamide
c0006413,burkitt lymphoma nos,c0010583,cyclophosphamide
c0006413,burkitt lymphoma,c0010583,cyclophosphamide
c0006413,lymphoma burkitt,c0010583,cyclophosphamide
c0006434,burn injury,c0002499,amikacin
c0006434,burn injuries,c0002499,amikacin
c0006434,burn injury nos,c0002499,amikacin
c0006434,burning injuries,c0002499,amikacin
c0006434,burns injuries,c0002499,amikacin
c0006434,burns injury,c0002499,amikacin
c0006444,bursitides,c0010137,cortisone
c0006444,bursitis,c0010137,cortisone
c0006444,bursitis nos,c0010137,cortisone
c0006444,bursitis nos,c0010137,cortisone
c0006625,cachexia,c0025175,megestrol
c0006625,cachexia nos,c0025175,megestrol
c0006625,cachexia nos,c0025175,megestrol
c0006818,campylobacter infections,c0008809,ciprofloxacin
c0006818,infection campylobacter,c0008809,ciprofloxacin
c0006818,campylobacter infection,c0008809,ciprofloxacin
c0006818,infections campylobacter,c0008809,ciprofloxacin
c0006818,infection campylobacter,c0008809,ciprofloxacin
c0006818,campylobacter infection,c0008809,ciprofloxacin
c0006840,candidiases,c0016278,flucytosine
c0006840,candidiasis,c0016278,flucytosine
c0006840,candidiasis nos,c0016278,flucytosine
c0006840,candidiasis nos,c0016278,flucytosine
c0006845,chronic mucocutaneous candidiasis,c0002679,amphotericin b
c0006845,candidiasis chronic mucocutaneous,c0002679,amphotericin b
c0006845,candidiasis chronic mucocutaneous,c0002679,amphotericin b
c0006846,candidiasis cutaneous,c0002679,amphotericin b
c0006846,cutaneous candidiasis,c0002679,amphotericin b
c0006846,candidiasis cutaneous,c0002679,amphotericin b
c0006849,candidiases oral,c0008196,chlorhexidine
c0006849,candidiasis oral,c0008196,chlorhexidine
c0006849,oral candidiases,c0008196,chlorhexidine
c0006849,oral candidiasis,c0008196,chlorhexidine
c0006849,candidiasisoral,c0008196,chlorhexidine
c0007020,carbon monoxide poisonings,c0030054,oxygen
c0007020,monoxide poisoning carbon,c0030054,oxygen
c0007020,monoxide poisonings carbon,c0030054,oxygen
c0007020,poisonings carbon monoxide,c0030054,oxygen
c0007020,carbon monoxide poisoning,c0030054,oxygen
c0007020,poisoning by carbon monoxide,c0030054,oxygen
c0007020,carbon monoxide poison,c0030054,oxygen
c0007020,poisoning carbon monoxide,c0030054,oxygen
c0007097,carcinoma,c0007257,carmustine
c0007097,carcinomas,c0007257,carmustine
c0007097,carcinoma nos,c0007257,carmustine
c0007097,carcinoma nos,c0007257,carmustine
c0007129,carcinoma merkel cell,c4055417,avelumab
c0007129,merkel cell carcinoma,c4055417,avelumab
c0007129,carcinoma cell merkels,c4055417,avelumab
c0007129,merkel cell carcinoma nos,c4055417,avelumab
c0007131,carcinoma non small cell lung,c0020402,hydroxyurea
c0007131,non small cell lung carcinoma,c0020402,hydroxyurea
c0007131,carcinoma nonsmallcell lung,c0020402,hydroxyurea
c0007131,carcinomas nonsmallcell lung,c0020402,hydroxyurea
c0007131,lung carcinoma nonsmallcell,c0020402,hydroxyurea
c0007131,lung carcinomas nonsmallcell,c0020402,hydroxyurea
c0007131,nonsmallcell lung carcinomas,c0020402,hydroxyurea
c0007131,nonsmall cell carcinoma of lung,c0020402,hydroxyurea
c0007131,carcinoma cell lung nonsmall,c0020402,hydroxyurea
c0007131,lung carcinoma non small cell,c0020402,hydroxyurea
c0007131,carcinoma cell lung non small,c0020402,hydroxyurea
c0007131,nonsmall cell lung carcinoma,c0020402,hydroxyurea
c0007131,nonsmallcell lung carcinoma,c0020402,hydroxyurea
c0007131,carcinoma nonsmall cell lung,c0020402,hydroxyurea
c0007131,lung nonsmall cell carcinoma,c0020402,hydroxyurea
c0007131,nonsmall cell carcinoma of the lung,c0020402,hydroxyurea
c0007134,carcinoma renal cell,c0020402,hydroxyurea
c0007134,carcinomas renal cell,c0020402,hydroxyurea
c0007134,renal cell carcinomas,c0020402,hydroxyurea
c0007134,renal cell carcinoma,c0020402,hydroxyurea
c0007134,carcinoma cell renal,c0020402,hydroxyurea
c0007134,carcinoma cells renal,c0020402,hydroxyurea
c0007134,renal cell carcinoma nos,c0020402,hydroxyurea
c0007134,renal cell carcinoma nos,c0020402,hydroxyurea
c0007134,carcinoma renal cell,c0020402,hydroxyurea
c0007134,renal cell carcinoma,c0020402,hydroxyurea
c0007137,carcinoma squamous cell,c0005739,bleomycin sulphate
c0007137,carcinomas squamous cell,c0005739,bleomycin sulphate
c0007137,squamous cell carcinomas,c0005739,bleomycin sulphate
c0007137,squamous cell carcinoma nos,c0005739,bleomycin sulphate
c0007137,squamous cell carcinoma,c0005739,bleomycin sulphate
c0007137,squamous cell carcinoma nos,c0005739,bleomycin sulphate
c0007138,carcinomas transitional cell,c4055109,durvalumab
c0007138,cell carcinoma transitional,c4055109,durvalumab
c0007138,cell carcinomas transitional,c4055109,durvalumab
c0007138,transitional cell carcinomas,c4055109,durvalumab
c0007138,carcinoma transitional cell,c4055109,durvalumab
